ip,app,device,os,channel,click_time,attributed_time
166139,12,1,35,178,83990,1000000
43650,14,1,18,467,83991,1000000
180428,48,1,13,213,83991,90
77500,14,1,19,439,83991,1000000
8495,2,1,6,477,83992,1000000
69510,6,1,19,125,83993,1000000
74924,19,0,24,347,83993,17122
195720,35,1,19,274,83993,10489
150825,3,1,28,409,83993,37
65739,2,1,20,219,83994,1000000
172868,19,0,24,213,83994,64
139751,29,1,19,343,83994,204
44527,12,1,30,245,83994,1000000
93607,2,1,37,435,83995,1000000
85341,19,0,0,213,83996,1000000
208793,10,1,17,377,83997,26319
114276,9,1,13,134,83997,1000000
47043,29,1,22,213,83998,1000000
128210,15,1,30,111,83998,1000000
50461,3,1,19,409,83999,1000000
69196,82,1,13,21,83999,14637
144166,14,1,35,349,84000,1000000
46739,3,1,17,379,84000,1000000
88781,20,1,22,478,84001,6095
37506,12,1,6,259,84001,1000000
119005,1,1,19,134,84002,1000000
106143,35,1,22,274,84002,162
93054,107,1,19,171,84002,3531
1659,12,1,18,328,84003,1000000
106200,10,1,18,113,84003,23375
206105,29,1,22,101,84003,48
186471,19,0,29,213,84003,31
106959,3,1,13,480,84004,1000000
54673,23,1,9,153,84004,1000000
114564,82,1,19,21,84005,2813
138436,72,1,13,101,84005,189
44645,12,1,13,178,84005,1000000
160089,19,0,38,282,84005,112
104657,72,1,3,101,84005,631
138438,18,1,19,134,84006,1000000
113046,11,1,19,319,84006,34258
179591,9,1,13,232,84007,1000000
25744,12,1,13,265,84008,1000000
93646,9,1,13,442,84008,1000000
101527,18,1,37,134,84009,1000000
13024,19,904,24,213,84009,3124
73487,9,1,23,234,84010,696
183597,18,1,19,439,84010,1000000
14365,19,0,24,213,84010,10548
123729,18,1,19,121,84011,1000000
113659,10,1,19,317,84011,50170
74785,12,1,13,497,84012,1000000
138561,14,1,19,113,84012,1000000
205182,3,1,1,442,84013,27
157121,15,1,8,245,84013,1000000
121449,8,1,10,145,84014,1000000
53454,127,0,24,213,84014,5087
48034,35,1,13,274,84014,8106
164323,9,1,19,215,84015,8677
65863,13,1,19,477,84015,1000000
45702,19,292,24,213,84015,5597
31181,3,1,18,409,84016,1000000
168240,19,30,0,282,84016,99
5168,3,1,19,379,84016,1104
175319,19,0,0,213,84016,94
48361,18,1,13,439,84016,1000000
162367,15,1,10,245,84017,1000000
158326,12,1,13,178,84018,1000000
151723,15,1,13,480,84018,1000000
115581,2,1,37,205,84019,1000000
28228,29,1,19,343,84020,2946
192880,3,1,40,424,84020,45
91048,17,1,17,280,84020,1000000
168139,10,1,8,113,84021,16127
195582,15,1,31,140,84021,1000000
61970,14,1,26,463,84022,1000000
41261,37,1,19,213,84022,45471
32506,21,1,19,128,84022,1000000
182022,18,1,26,107,84023,1000000
209423,107,1,13,171,84023,55024
78544,9,1,13,232,84024,1000000
147065,3,1,30,130,84025,1000000
43793,12,1,13,265,84025,1000000
140039,19,0,24,213,84026,289
122679,2,1,19,477,84026,1000000
163987,256,1,34,101,84027,50
37293,1,1,35,134,84027,1000000
82813,19,0,24,347,84027,3073
178756,72,1,13,101,84027,710
143418,12,1,9,265,84028,1000000
65700,19,0,0,347,84028,147
4565,2,1,28,219,84028,1000000
2306,2,1,19,122,84029,1000000
107390,35,1,19,21,84029,3653
49168,35,1,10,274,84030,704
173169,2,1,19,452,84030,1000000
151655,35,1,18,274,84030,3813
169909,2,1,47,213,84030,305
7529,2,1,17,477,84031,1000000
89861,19,0,0,268,84031,2896
81170,18,1,18,134,84032,1000000
114632,3,1,35,130,84032,1000000
34223,3,1,9,489,84033,1000000
164225,12,1,19,409,84034,1000000
159945,19,0,29,213,84034,28
79054,19,0,24,213,84035,63
124873,18,1,19,439,84035,1000000
80195,9,1,19,334,84036,1000000
212125,19,104,59,347,84036,13210
125409,12,1,19,497,84036,1000000
35983,35,1,19,274,84036,582
196307,15,1,19,245,84037,1000000
48132,11,1,13,481,84038,1000000
198360,72,1,19,101,84038,253
75617,3,1,37,480,84038,1000000
159389,2,1,6,377,84039,41
136769,121,1,44,203,84039,34
100088,15,1,9,245,84039,1000000
11968,3,1,22,115,84040,1000000
60399,15,1,25,140,84041,1000000
77406,1,1,19,134,84042,1000000
72321,64,1,49,459,84042,1000000
201612,19,0,38,213,84042,911
115736,3,1,28,19,84043,1000000
30587,12,2,13,178,84044,1000000
119289,19,16,0,213,84044,333
9972,2,1,13,452,84044,1000000
105560,3,1,1,379,84045,1000000
120613,35,1,13,274,84045,1084
107912,15,1,18,412,84046,1000000
40056,29,1,17,347,84046,26875
68384,19,0,38,347,84047,3926
196047,8,1,9,145,84047,1000000
141625,29,1,19,213,84047,82
174274,19,0,0,213,84047,310
32558,18,1,13,121,84047,1000000
42646,12,1,9,481,84048,1000000
52653,3,1,15,424,84049,1000000
133076,3,1,13,452,84049,56916
118247,15,1,17,265,84050,1000000
49462,12,1,18,259,84050,8250
184130,35,1,28,274,84050,10405
21960,3,1,13,130,84050,1000000
151092,21,1,37,128,84051,1000000
121839,19,214,24,213,84051,3431
36504,6,1,3,459,84052,1000000
164080,55,1,19,101,84052,215
201155,9,1,8,334,84053,1000000
194281,9,1,19,445,84053,14683
121819,18,1,53,107,84053,1000000
134147,2,1,1,122,84054,1000000
150205,10,1,15,113,84054,28
92274,12,1,13,328,84055,1000000
73839,82,1,19,21,84055,9275
28046,13,1,13,477,84056,1000000
156627,35,1,13,274,84056,2558
7460,9,1,19,334,84056,1000000
81614,15,1,19,386,84057,1000000
63811,3,1,26,115,84058,1000000
23511,3,1,13,115,84059,1000000
18496,2,1,13,243,84059,1000000
49383,19,0,24,213,84060,32
162565,3,1,13,452,84060,1000000
126817,12,1,18,265,84061,1000000
34738,15,1,19,386,84062,1000000
114461,18,1,13,107,84063,1000000
152937,35,1,22,274,84063,1331
76069,14,1,19,480,84063,1000000
114220,12,1,13,481,84064,1000000
80547,2,1,6,435,84065,1000000
143418,2,1,19,435,84066,1000000
199948,1,1,35,134,84066,1000000
64141,64,1,41,459,84067,1000000
17077,82,1,19,21,84067,34580
74918,35,1,19,274,84067,3889
93021,12,2,37,265,84068,1000000
193670,19,0,29,213,84068,44
64141,12,1,41,259,84069,1000000
20188,19,0,0,213,84069,83
91694,2,1,19,205,84069,1000000
192125,9,1,13,215,84070,28726
85328,15,1,19,140,84070,1000000
203849,9,1,19,215,84070,21818
198310,19,0,29,333,84070,39
52394,1,1,19,134,84071,1000000
77658,2,1,13,237,84072,1000000
115981,18,1,37,107,84072,1000000
113498,9,1,25,232,84073,1000000
197991,19,0,0,347,84073,10625
8292,9,1,19,134,84074,1000000
142334,19,2388,24,213,84074,366
52857,1,1,31,134,84074,1000000
76398,21,1,13,128,84075,1000000
91611,20,1,19,259,84075,711
101981,8,1,13,145,84076,1000000
44744,183,3032,607,347,84077,1000000
96987,11,1,13,325,84077,6483
53811,14,1,19,489,84077,1000000
26238,35,1,17,274,84078,24
27597,35,1,19,274,84078,519
48683,25,1,8,259,84078,1000000
130097,72,1,13,101,84078,228
161762,34,1,19,243,84079,220
114802,21,1,19,128,84079,1000000
192896,39,1,13,101,84079,129
2805,3,1,37,115,84080,1000000
48938,19,0,24,213,84080,36966
69685,12,1,13,481,84080,1000000
146786,29,1,8,213,84081,54
9671,15,1,18,111,84081,1000000
182499,8,1,19,145,84082,13694
48033,9,1,1,232,84082,1000000
60136,21,1,15,128,84082,37968
167536,1,1,13,150,84083,1000000
144714,3,1,18,379,84083,1000000
40957,14,1,35,134,84084,1000000
147153,13,1,22,477,84085,1000000
168932,29,1,13,343,84085,58355
125252,14,1,19,463,84086,2928
183319,35,1,17,274,84086,798
29748,13,1,19,477,84086,1000000
205533,19,0,50,213,84086,105
13597,15,1,19,245,84086,1000000
71178,2,1,30,122,84087,1000000
174930,35,1,13,274,84088,43916
90053,12,2,13,140,84088,1000000
119349,2,1,3,122,84089,1000000
205872,20,1,13,478,84089,48766
68247,29,1,9,343,84089,51523
4626,3,1,19,19,84089,1000000
114276,9,1,30,232,84090,1000000
44494,15,1,19,245,84091,1000000
99944,160,1,17,457,84091,1000000
211393,15,1,6,278,84092,44
205573,19,18,0,213,84092,2733
151828,9,1,9,244,84092,1000000
118284,17,2,19,280,84093,1000000
26190,190,1,13,101,84093,129
106511,12,1,16,259,84093,1000000
155844,16,1,25,243,84094,4254
196390,29,1,22,213,84094,60
123994,2,1,13,236,84094,1000000
100677,28,1,16,135,84095,1000000
148570,19,0,24,213,84095,113
70132,9,1,10,334,84095,23895
152591,29,1,19,213,84095,33
109581,9,1,2,134,84096,1000000
81020,35,1,19,21,84096,25676
98033,28,1,19,135,84096,1000000
173217,9,1,10,232,84096,26476
17422,18,1,13,439,84097,1000000
26205,15,1,13,265,84098,1000000
105128,15,1,13,379,84098,1000000
29241,35,1,3,21,84099,31588
143135,35,1,19,274,84099,3759
19064,9,1,9,134,84099,1000000
85120,17,1,19,280,84100,1000000
84612,29,1,17,343,84100,50826
55802,9,1,17,134,84101,1000000
45208,19,0,24,213,84101,13538
108303,2,1,13,469,84101,1000000
133362,19,0,24,213,84102,148
165628,11,1,19,487,84102,46364
33860,2,1,13,219,84102,1000000
210184,34,1,17,243,84103,1669
2735,9,1,18,134,84103,1000000
186539,19,0,24,213,84103,1163
58172,2,1,22,236,84103,7576
115265,3,1,17,115,84104,1000000
93181,15,1,19,386,84104,1000000
64354,2,1,19,212,84105,1000000
176801,19,0,0,213,84106,87
50278,35,1,19,274,84106,17
131102,145,79,24,320,84106,129
168657,1,1,28,115,84106,27
94184,8,1,19,145,84106,1000000
87673,18,1,19,121,84107,1000000
157392,19,0,24,213,84107,143
8536,82,1,17,21,84107,34053
76855,13,1,13,400,84108,1000000
147795,29,1,15,101,84108,269
75007,9,2,13,134,84108,1000000
110062,5,1,3,377,84109,1000000
28563,8,1,9,145,84110,1000000
158499,72,1,13,101,84110,121
184975,15,1,13,412,84110,1000000
106493,15,1,19,153,84111,1000000
170053,25,1,30,259,84112,1000000
84812,1,1,19,115,84113,1000000
103147,72,1,22,101,84113,389
86452,35,1,19,21,84113,1695
88881,2,1,19,377,84114,1000000
194863,14,1,19,489,84114,1000000
86790,2,1,19,213,84115,184
123839,18,1,22,134,84115,1000000
69013,14,1,19,401,84116,1000000
76919,20,1,15,478,84116,26601
94283,12,1,19,259,84117,1000000
77048,20,1,19,478,84117,1411
41334,1,1,25,134,84117,1000000
119413,19,0,24,347,84118,13136
66100,18,1,13,107,84118,1000000
159222,19,0,0,213,84118,7474
100266,10,1,22,113,84119,39667
209663,3,1,10,402,84119,1000000
186552,29,1,25,213,84119,159
101941,3,1,19,379,84120,1000000
124883,19,0,0,347,84120,516
37948,15,1,17,140,84120,1000000
143798,19,40,24,213,84121,65
122346,15,1,13,3,84121,1000000
2076,11,1,8,319,84122,169
73278,64,1,13,459,84122,1199
180228,3,1,15,379,84122,1000000
8259,35,1,22,274,84122,30
106241,12,1,40,178,84123,1000000
173774,35,1,13,21,84123,2129
91611,29,1,19,343,84123,5023
95603,64,1,16,459,84123,1000000
106035,10,1,17,113,84124,18497
191817,19,0,38,213,84124,1700
71475,15,1,44,140,84124,1000000
186460,5,1,23,113,84124,28
59967,9,1,3,134,84125,1000000
161592,19,0,38,213,84125,65
23541,15,1,19,480,84126,1000000
38300,83,0,0,171,84126,18649
155928,19,0,0,213,84126,242
161698,19,0,24,213,84126,36018
96119,22,1,19,116,84126,1000000
28801,11,1,13,481,84127,42046
133522,20,1,40,259,84127,1000000
141019,29,1,19,213,84127,736
75325,20,1,22,488,84127,16448
93021,12,1,17,259,84128,1000000
56551,35,1,19,274,84128,39093
109668,18,1,19,121,84128,1000000
106257,12,1,18,265,84129,1000000
54571,35,1,10,21,84130,2100
191817,12,1,19,497,84130,1000000
147957,2,1,23,122,84131,1000000
111025,12,2,22,259,84131,1000000
200066,35,1,19,21,84131,15961
196047,8,1,9,145,84132,1000000
108881,9,1,13,215,84132,895
120608,29,1,14,343,84132,15754
150746,19,374,29,213,84133,34
143135,12,1,17,178,84133,1000000
44426,2,1,19,469,84134,12405
105224,3,1,35,417,84134,1000000
131349,72,1,18,101,84134,78
181552,45,1,36,419,84134,19
38576,23,1,8,153,84134,1000000
96038,8,1,13,145,84134,19683
34098,2,1,37,219,84135,1000000
155660,19,0,0,213,84136,102
70324,15,1,17,265,84136,1000000
198589,14,1,19,134,84137,1000000
100384,12,1,26,328,84137,1000000
112412,19,0,50,213,84137,123
22758,3,1,37,115,84138,1000000
34206,12,1,49,219,84139,1000000
203427,72,1,19,101,84139,348
11716,14,1,56,123,84139,1000000
144556,19,0,0,213,84140,70
126178,17,1,10,134,84140,1000000
73132,5,1,40,113,84140,27
32455,2,1,13,258,84141,1000000
20593,2,1,19,469,84142,1000000
75463,29,1,17,213,84142,2845
37025,3,1,9,489,84142,1000000
149182,29,1,13,213,84142,37
143990,19,114,0,213,84143,279
52052,2,1,53,205,84143,1000000
204822,35,1,25,274,84143,60
5543,17,1,15,280,84144,1000000
68279,3,1,26,379,84145,1000000
211676,3,1,13,489,84145,1000000
167296,13,1,11,477,84146,1000000
40838,18,1,22,134,84146,4092
28174,12,1,16,140,84147,1000000
81076,13,1,19,477,84148,1000000
98180,3,1,3,135,84148,1000000
34912,2,1,19,258,84149,1000000
1332,35,1,8,274,84149,2094
42056,15,1,18,259,84150,1000000
75338,2,1,19,469,84151,1000000
201161,3,1,20,452,84151,1000000
36599,23,1,8,153,84152,1000000
116557,18,1,13,134,84153,1000000
189461,18,1,13,107,84154,1000000
144205,19,40,24,213,84154,104
109974,9,1,8,258,84154,1000000
35007,18,1,20,134,84155,1000000
72387,12,1,22,178,84156,1000000
143055,9,1,18,134,84156,26992
144739,15,1,13,153,84157,1000000
113027,19,395,21,213,84157,31259
33691,12,1,19,140,84158,1000000
76612,9,1,23,215,84158,50359
61424,12,1,22,245,84158,1000000
205558,2,1,8,219,84159,1000000
189372,35,1,15,274,84159,250
3454,8,1,19,145,84160,1000000
24876,14,1,18,134,84161,1000000
121472,19,338,0,213,84161,304
201819,2,1,17,122,84161,1000000
9024,15,1,11,245,84162,1000000
169038,2,1,10,237,84163,1000000
106493,72,1,27,101,84164,2938
53001,2,1,13,435,84164,1000000
171483,19,0,24,343,84164,14480
45425,2,1,19,237,84165,1000000
212349,8,2,49,145,84165,1000000
122383,19,137,24,213,84166,35
108160,25,1,25,259,84166,1000000
127901,3,1,1,489,84166,29
54065,15,1,13,315,84167,1000000
121655,28,1,13,135,84167,1000000
64886,18,1,40,121,84168,1000000
75670,20,1,19,259,84168,503
155131,19,49,21,213,84169,289
9590,12,2,13,178,84169,1000000
63642,15,2,49,245,84170,1000000
88721,18,1,16,107,84170,1000000
7538,12,1,19,497,84171,1000000
73044,12,1,32,219,84172,1000000
70233,105,1,13,451,84172,17164
48002,21,1,22,128,84172,1000000
153408,10,1,35,113,84173,38
59176,3,1,13,19,84173,1000000
22683,35,1,3,274,84174,6797
47168,18,1,47,107,84174,1000000
198026,12,1,13,245,84175,1000000
31071,19,397,50,213,84175,5530
89269,19,0,29,213,84175,30
90800,9,1,19,134,84175,1000000
135068,14,1,13,123,84175,24237
119349,107,1,13,171,84175,13980
62094,15,1,13,480,84176,1000000
21766,2,1,13,401,84177,1000000
26995,1,1,13,134,84177,1000000
118190,8,1,20,145,84178,10832
170177,19,0,24,213,84178,166
102206,29,1,19,343,84178,2362
143606,18,1,19,134,84178,1000000
192432,29,1,19,213,84179,61
5314,26,1,19,121,84179,1000000
49851,2,1,20,477,84179,1000000
150610,35,1,19,21,84180,5539
93054,18,1,19,107,84180,1000000
150610,35,1,19,21,84180,13560
4729,19,0,24,347,84181,4840
161747,2,1,6,219,84181,1000000
30246,9,1,8,134,84182,1000000
13597,20,1,19,259,84182,1000000
165247,26,1,37,266,84183,57628
176392,145,381,21,320,84183,3129
102521,2,1,13,122,84183,1000000
22382,8,1,25,140,84183,22443
161550,14,1,1,489,84184,35
85329,2,1,19,205,84184,1000000
134213,20,1,19,259,84185,1000000
105027,11,1,8,219,84185,1000000
129994,9,1,19,134,84186,3073
194750,1,1,13,135,84186,1000000
113759,39,1,19,101,84186,87
48877,15,1,20,245,84187,1000000
144282,19,0,21,213,84187,58025
23980,8,1,13,145,84187,14961
187941,15,1,18,245,84188,1000000
28228,1,1,22,134,84188,8776
211866,29,1,13,213,84188,45
42297,9,1,13,134,84188,1000000
201639,19,737,21,213,84189,4254
123212,9,1,10,134,84189,1000000
12429,35,1,19,274,84189,161
83729,19,0,24,347,84190,1000000
130834,12,1,30,205,84191,1000000
206125,19,299,0,213,84191,44756
123654,2,1,79,477,84191,1000000
3249,29,1,19,213,84192,54896
92166,35,1,26,274,84192,2188
36803,18,1,47,121,84192,1000000
126808,19,0,50,213,84192,242
18223,2,1,19,212,84193,1000000
108204,11,1,13,122,84194,2309
83917,3,1,13,205,84194,1000000
207806,35,1,19,21,84194,35634
81976,15,1,19,245,84195,1000000
197692,39,1,16,101,84195,103
4464,15,1,15,140,84195,1000000
174647,19,0,0,213,84195,74
144501,19,40,24,213,84195,65
71643,43,1,13,330,84196,27495
55119,23,1,19,153,84196,1000000
209831,35,1,22,274,84196,6558
168166,19,0,24,213,84197,92
85072,12,1,19,481,84197,1000000
108560,12,1,16,242,84198,1000000
210901,72,1,19,101,84198,477
105475,15,2,49,3,84198,1000000
59625,48,1,13,213,84198,162
199113,2,1,19,237,84199,1000000
99906,15,1,13,278,84200,1000000
151858,3,1,13,480,84200,1000000
139628,29,1,22,343,84201,8302
171511,27,1,8,122,84201,1000000
104403,3,1,19,409,84202,1000000
107813,8,1,13,145,84202,8629
7444,9,1,19,134,84203,1000000
78898,35,1,22,274,84203,356
71067,9,1,19,215,84203,8865
20153,18,1,13,107,84204,1000000
200133,19,0,21,343,84204,6200
55786,18,1,17,107,84204,471
92506,9,1,17,232,84204,1000000
109243,72,1,19,101,84205,80
5314,12,1,19,497,84205,1000000
170243,9,1,20,134,84206,1000000
34939,14,1,17,442,84207,1000000
95820,12,1,11,140,84207,1000000
106072,2,1,19,205,84208,1000000
53960,2,1,10,205,84209,1000000
17077,35,1,13,274,84209,230
142456,11,1,13,325,84209,1425
211738,28,1,6,135,84210,1000000
35182,1,1,8,134,84210,1000000
19238,29,1,13,343,84210,46705
128654,2,1,15,435,84211,1000000
108221,12,1,13,122,84212,1000000
42297,26,1,18,266,84213,1000000
208786,35,1,19,274,84213,791
50549,35,1,22,274,84213,8990
8318,12,1,19,326,84213,1000000
88580,14,1,9,379,84214,1000000
183559,29,1,19,213,84214,138
106308,2,1,13,477,84215,1000000
170113,19,0,0,213,84215,168
67385,18,1,6,107,84216,1000000
26738,9,1,25,466,84216,4212
34596,29,1,13,343,84216,21145
94209,18,1,22,107,84216,1000000
119614,11,1,10,487,84217,1000000
133888,108,1,19,268,84217,169
168545,19,0,24,213,84217,226
169495,19,0,24,213,84217,97
69749,23,1,19,153,84218,1000000
149557,35,1,22,274,84218,1203
100275,2,1,41,435,84219,2188
33814,25,1,13,259,84219,1000000
173148,19,40,24,213,84219,63
130977,72,1,8,101,84219,364
89121,19,6,29,213,84219,26216
105475,18,1,19,121,84219,1000000
143429,29,1,16,213,84219,91
39505,125,0,607,341,84220,20984
205977,15,1,19,130,84220,1000000
8259,14,1,12,123,84221,1000000
5314,35,1,13,274,84221,117
191880,9,1,19,442,84221,1000000
125355,29,1,13,213,84222,9
78068,21,1,6,128,84222,1000000
145068,19,0,0,213,84222,92
164560,51,0,24,203,84223,72
151781,15,1,19,480,84223,1000000
187495,19,0,24,213,84223,106
114224,19,343,0,213,84224,1000000
186173,25,1,13,259,84225,1000000
9419,18,1,15,107,84225,1000000
209042,21,1,26,128,84226,1000000
199485,9,1,8,215,84226,17184
118440,3,1,22,379,84227,1000000
69280,11,1,19,487,84227,1000000
130412,72,1,19,101,84228,161
65720,2,1,13,469,84228,1000000
21439,19,154,50,282,84228,3005
159341,19,0,24,213,84229,7554
89189,2,1,22,435,84229,1000000
78353,12,1,6,178,84229,2138
102543,21,1,18,128,84230,1000000
53715,18,1,19,439,84230,1000000
20188,8,1,19,145,84231,24276
150680,2,1,19,219,84231,1000000
90358,12,1,13,497,84232,1000000
77085,15,1,15,278,84233,1000000
7813,2,1,13,469,84234,1000000
146102,0,0,21,101,84234,8249
71610,26,1,37,121,84234,1000000
22433,29,1,13,213,84235,64
73516,26,1,14,266,84235,1000000
152318,29,1,19,343,84236,51
94087,18,1,19,439,84236,1000000
162064,19,0,38,347,84236,44221
166355,19,0,0,347,84236,12980
113180,26,1,19,121,84237,1000000
147469,19,0,0,213,84237,284
133129,39,1,19,213,84237,588
92505,2,1,10,435,84237,1000000
40317,10,1,19,113,84238,2953
38950,18,1,13,121,84238,1000000
36150,15,1,18,130,84239,1000000
52010,8,1,41,145,84240,1000000
56319,9,1,13,134,84240,1000000
184764,3,1,6,424,84241,36
37424,15,1,13,3,84241,1000000
73374,19,0,38,333,84241,115
186603,19,0,24,213,84242,98
17149,18,1,22,121,84242,1000000
93620,19,154,50,213,84242,5991
129592,19,0,0,213,84242,193
182147,35,1,20,274,84242,12014
72321,9,1,19,334,84243,1000000
109578,15,1,19,278,84243,1000000
27959,9,1,13,334,84244,1000000
130935,19,0,21,282,84244,151
126129,35,1,13,274,84244,7170
128248,19,40,24,213,84245,107
169925,19,287,38,282,84245,141
32591,1,1,37,153,84245,1000000
21030,35,1,22,274,84245,2164
59737,72,1,13,101,84246,1528
193056,3,1,22,442,84246,1000000
50482,72,1,13,101,84246,48823
31603,15,1,28,315,84246,1000000
58813,14,1,19,401,84247,1000000
193151,19,0,38,213,84247,66
59125,29,1,37,343,84248,1000000
125921,29,1,1,213,84248,51
112880,21,1,19,128,84249,1000000
83429,19,0,0,213,84249,64
105215,12,1,9,245,84249,1000000
210717,45,1,32,419,84250,9
107636,19,0,0,347,84250,2345
149983,19,0,0,213,84250,57
129527,3,1,19,424,84250,7193
3408,8,1,17,145,84250,1000000
42164,8,1,13,145,84251,1000000
2502,18,1,37,107,84252,1000000
191165,29,1,18,101,84252,603
43872,1,1,16,134,84252,1000000
38930,2,1,13,477,84253,1000000
49407,120,0,38,213,84254,17109
110595,55,1,13,406,84254,1000000
67746,9,1,30,134,84255,1000000
72865,1,1,19,134,84255,1000000
105964,19,0,24,213,84255,7525
75355,15,1,3,130,84256,1000000
15171,25,1,13,259,84257,1000000
195050,19,0,38,347,84257,47079
192770,3,1,6,480,84257,31
200390,19,0,24,213,84257,131
2578,8,1,16,145,84257,1000000
92289,18,1,19,134,84258,1000000
174613,19,0,0,347,84259,43146
77041,15,1,19,265,84259,1000000
93814,18,1,19,134,84260,1000000
123949,9,1,13,334,84260,1000000
30249,15,1,16,245,84261,25830
57751,15,1,19,140,84261,1000000
195286,72,1,41,101,84261,295
28563,8,1,9,145,84262,1000000
208528,29,2,13,343,84262,41530
17149,15,1,11,480,84263,1000000
197929,19,0,0,213,84263,2175
16478,2,1,23,401,84263,1000000
102800,20,1,13,259,84264,23263
48569,23,1,20,153,84264,1000000
175837,19,0,50,213,84264,126
17486,35,1,15,21,84264,17814
100275,12,1,19,140,84265,1000000
184764,2,1,6,435,84266,44
30891,15,1,13,140,84266,1000000
77051,35,1,19,274,84266,428
142068,19,0,0,213,84266,38635
204635,9,1,19,134,84266,1000000
140452,145,558,29,320,84267,37
138741,19,0,0,347,84267,4547
29036,10,1,22,113,84267,7455
107422,15,1,19,265,84267,1000000
168853,19,0,24,347,84268,1082
175659,15,1,28,265,84268,21
30864,23,1,22,153,84268,1000000
118598,15,1,13,245,84269,1000000
33443,78,0,67,224,84269,31752
139473,19,88,24,333,84269,38
144891,3,1,42,480,84269,1000000
89458,6,1,4,459,84270,1000000
170099,19,6,29,213,84271,50
16993,45,1,25,411,84271,1000000
195582,8,1,31,145,84272,1000000
187180,19,0,21,213,84272,66
7793,10,1,13,317,84272,5243
76389,15,1,19,430,84272,1000000
78150,14,1,15,401,84273,1000000
172331,64,1,13,459,84274,1000000
58614,19,0,24,347,84274,11261
8292,1,1,8,439,84275,1000000
144334,14,1,19,134,84275,1000000
23878,50,2300,84,213,84275,37447
160209,29,1,19,213,84275,133
80582,2,1,19,237,84276,1000000
51644,18,1,10,134,84277,1000000
41060,15,1,13,265,84278,1000000
116266,20,1,10,259,84278,1000000
36816,35,1,8,274,84279,1503
155909,14,1,19,439,84279,36554
16478,12,1,23,409,84279,1000000
111924,64,1,9,459,84280,1000000
155525,22,1,14,116,84281,1000000
210862,19,0,21,213,84281,24374
175659,14,1,28,379,84281,37
68216,3,1,22,466,84281,1000000
151276,3,1,22,489,84281,53806
211157,2,1,19,212,84282,36750
191780,6,2,13,459,84282,1000000
77085,28,1,16,135,84283,1000000
37080,11,1,16,219,84283,1000000
26177,9,1,10,442,84284,1000000
109209,15,1,13,315,84285,1000000
8356,19,0,0,347,84285,809
63918,21,1,14,128,84286,1000000
78330,45,1,19,411,84286,40317
93054,3,2,25,153,84286,660
103106,2,1,13,435,84286,1000000
127846,9,1,19,134,84287,47071
73814,2,1,13,469,84287,1000000
30850,14,1,13,439,84288,1000000
199646,9,1,13,215,84288,43327
7664,18,3032,607,107,84289,1000000
123837,9,1,13,232,84289,3548
106627,12,1,25,409,84289,1000000
74770,19,0,24,213,84290,17985
72951,15,1,19,430,84290,1000000
157432,9,1,19,244,84291,23645
74068,3,1,36,452,84291,1000000
188730,1,1,1,377,84291,35
92884,35,1,13,274,84291,1251
198198,19,0,29,213,84292,51
108341,2,1,17,205,84292,1000000
22226,22,1,18,116,84292,1000000
87948,12,1,19,265,84293,1000000
1494,60,1,19,4,84293,19766
187900,96,11,24,333,84294,52
79827,15,1,40,245,84294,1000000
168341,24,1,37,105,84294,1000000
86048,12,1,13,259,84295,1000000
151929,29,1,13,343,84295,4657
95498,9,1,23,215,84296,1000000
32661,18,1,13,439,84297,1000000
133620,19,0,24,213,84297,64
188035,72,1,19,101,84297,255
83824,2,1,37,364,84297,1000000
167906,19,0,21,213,84297,75
120583,18,1,26,439,84298,1000000
93976,9,1,19,334,84298,31
79881,15,1,6,245,84299,1000000
159205,2,1,19,237,84300,1000000
98944,82,1,13,21,84300,1000000
70386,15,1,13,245,84301,1000000
66292,15,1,13,140,84302,5056
8661,9,1,13,442,84302,1000000
168101,19,0,0,213,84302,67
25792,2,1,28,205,84302,1000000
142236,19,40,24,213,84303,58
19606,6,1,13,125,84303,1000000
64086,19,0,38,347,84304,45113
67581,21,1,19,128,84304,1000000
31518,24,1,10,105,84305,33587
48522,15,1,6,245,84305,1000000
176036,84,154,24,101,84305,139
205164,19,0,38,210,84305,1667
31536,14,1,13,379,84306,1000000
137248,1,1,17,439,84306,1000000
9943,35,1,18,274,84307,2391
50191,13,1,13,477,84307,1000000
138815,35,1,19,21,84307,41812
44744,65,1,19,469,84308,48735
97744,12,1,8,245,84308,1000000
202870,20,1,31,259,84308,11882
56126,2,1,25,364,84308,1000000
176713,19,114,0,213,84309,362
206994,3,1,19,480,84309,1000000
179828,2,1,25,477,84310,1000000
174206,3,1,19,379,84310,17250
181339,9,1,19,334,84311,1000000
43837,35,1,18,274,84311,193
156888,19,0,38,213,84311,64
197093,12,1,10,245,84311,1000000
169010,39,1,13,213,84312,155
5314,18,1,18,121,84312,1000000
63994,13,1,17,477,84313,1000000
106223,35,1,13,274,84313,57
204621,2,1,15,219,84313,1000000
134964,19,0,24,213,84314,62
9435,19,0,0,213,84314,263
82284,6,1,19,459,84314,22481
153589,125,0,607,341,84314,467
166555,15,1,6,245,84314,1000000
59929,13,1,28,477,84315,1000000
96523,3,1,19,452,84315,1000000
162767,28,1,19,135,84316,1000000
129527,18,1,19,134,84316,6786
202956,29,1,17,213,84317,65
119222,3,1,19,205,84317,1000000
63762,21,1,22,128,84317,14417
